Año de Oferta Pública,Nombre de la Convocatoría,Tipo de Accesso,Cuerpo/Especialidad ó Categoría Profesional,Número de Plazas,Fin de plazo,Publicación de la convocatoria,Url BOJA,¿Ha habido modificaciones en la convocatoría?,Estado,Url de accesso,Fecha de extracción
2017,"
",Personal Laboral - Acceso Libre,Grupo V,68,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=204313,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo V,25,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=204383,2021-11-02
2016,"
",Personal Laboral - Promoción Interna,Grupo V,50,NaN,NaN,NaN,No,Lista provisional de personas admitidas y excluidas,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=218251,2021-11-02
2016,"
",Personal Laboral - Acceso Libre,Grupo V,16,NaN,"Resolución de 31 de octubre de 2017 (BOJA núm. 215, de 9 de noviembre de 2017)",http://juntadeandalucia.es/boja/2017/215/BOJA17-215-00014-19251-01_00124276.pdf,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=205013,2021-11-02
2017,"
",Personal Laboral - Promoción Interna,Grupo V,17,NaN,NaN,NaN,No,Pendiente de convocatoria,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=204379,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,40,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46807,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo V,16,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46830,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,3,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46809,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,8,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46808,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,3,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46810,2021-11-02
2009,"
",Personal Laboral - Acceso Libre,Grupo V,16,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=17&cdp=-1&ch=50&cd=46811,2021-11-02
2009,"
",Personal Laboral - Promoción Interna,Grupo V,16,NaN,NaN,NaN,No,Web Empleado Público,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=18&cdp=-1&ch=50&cd=46829,2021-11-02
